x,y_bed
0.00577,-2.71491454312794e-05
0.01729,0.0008161200557175816
0.02874,0.0016254286761972526
0.04012,0.0016178266333457757
0.05143,0.0015268764585180305
0.06268,0.001486421721318382
0.07387,0.0006689941805737602
0.08499,-6.919807541807003e-05
0.09604,-0.0008494054204200051
0.10703,-0.00112895162923174
0.11796,-0.002001612496563182
0.12883,-0.0023686883900718714
0.13963,-0.002543725354717452
0.15036,-0.002593806485129208
0.16104,-0.002637685351548026
0.17165,-0.0026874124221468315
0.1822,-0.0027489198848954953
0.19269,-0.0028163014723807524
0.20312,-0.0028710016894196166
0.21349,-0.0029492775141933382
0.2238,-0.0029531836916545035
0.23405,-0.0029496415904200933
0.24424,-0.0029245640713270816
0.25437,-0.002893399672218757
0.26444,-0.0028197556404062967
0.27445,-0.0027499846270988043
0.28441,-0.002671406324630929
0.2943,-0.0026109451416806945
0.30414,-0.002556238732136693
0.31393,-0.0025167782762296345
0.32365,-0.00248105222819292
0.33332,-0.0024409579593870816
0.34293,-0.0023931680242129847
0.35249,-0.0023271301733043905
0.36199,-0.0019731453326958656
0.37144,-0.0007871068603640558
0.38083,-9.939475679630004e-05
0.39017,0.00015252973830024493
0.39945,0.0006806446354029674
0.40868,0.0008720757989753567
0.41785,0.0014586524564577958
0.42697,0.0013653008413342387
0.43604,0.0012343905913817779
0.44506,0.0009125400774030937
0.45402,0.0007908623517691247
0.46293,0.000833951216784267
0.47179,0.0009494144713191298
0.4806,0.0011119837384680207
0.48936,0.001258663149442846
0.49807,0.0013103410041966283
0.50672,0.0012915284450407427
0.51533,0.0012728068143159012
0.52388,0.001165060554421783
0.53239,0.001162869991163053
0.54085,0.001155971754475534
0.54925,0.0011721948386066217
0.55761,0.0011878158402986807
0.56592,0.0011895925351286874
0.57418,0.001184509804735658
0.5824,0.0011731336365370763
0.59056,0.0011621996560990959
0.59868,0.0011468164078261146
0.60675,0.0011385396007887322
0.61478,0.0011301883469267487
0.62276,0.0011189254335003162
0.63069,0.0011072160690461085
0.63857,0.001084972747948323
0.64641,0.0010562717525110159
0.65421,0.0010153744344995636
0.66196,0.0009702737833560348
0.66966,0.0009257937638039659
0.67732,0.0008921366128362162
0.68494,0.0008597646450609591
0.69251,0.000826975445839272
0.70003,0.0008012736084281474
0.70752,0.000776519276911108
0.71496,0.0007541186685310097
0.72235,0.0007240675061177225
0.72971,0.0006734062130628999
0.73702,0.0006225009268861355
0.74428,0.0005737463076629495
0.75151,0.0005139457645898682
0.75869,0.0004176938501260555
0.76584,0.0002631923817017212
0.77294,0.00013428289991557934
0.78,2.5988891028118268e-05
0.78701,-6.0510998000845324e-05
0.79399,-0.00010998105174575914
0.80093,-0.00014247672217820997
0.80783,-0.00020222776019896105
0.81468,-0.00026118365065974414
0.8215,-0.0003241483821720795
0.82828,-0.0003990719618885084
0.83502,-0.0004882876677942183
0.84172,-0.0006232406331212533
0.84838,-0.0007857410909141277
0.855,-0.0009086041564613
0.86158,-0.00101081028613923
0.86812,-0.0011383229685339633
0.87463,-0.0011724390098850263
0.8811,-0.0012385142806557497
0.88753,-0.0014010897753379983
0.89392,-0.0016637695413033236
0.90028,-0.002072468702595754
0.9066,-0.0023181729995122666
0.91288,-0.0023450661208560264
0.91913,-0.003223657434825417
0.92534,-0.0034919954439636657
0.93152,-0.00383709153661107
0.93765,-0.004672300720892129
0.94376,-0.004843502495867038
0.94983,-0.005860997047200341
0.95586,-0.005938288630029263
0.96185,-0.0070604862965333096
0.96782,-0.007130703611779898
0.97374,-0.008280420834133214
0.97964,-0.008355186774662694
0.9855,-0.008584050156270423
0.99132,-0.009513741451529866
0.99711,-0.009582358923570459
1.00094,-0.009593082206299298
1.00281,-0.009601820546772515
1.00469,-0.009606985816710949
1.00656,-0.00961572098894689
1.00844,-0.009622932492732564
1.01031,-0.009716257776451728
1.01219,-0.009887455864016195
1.01406,-0.010762228382166254
1.01594,-0.010831561692331569
1.01781,-0.01084199575049046
1.01969,-0.01085058514090833
1.02156,-0.010856019581719533
1.02344,-0.010861923848920178
1.02531,-0.010866238874646755
1.02719,-0.01087249948096958
1.02906,-0.010877356686002029
1.03094,-0.010892469157343904
1.03281,-0.01103981934679837
1.03469,-0.011199687450443394
1.03656,-0.011274462524975163
1.03844,-0.011306066241261082
1.04031,-0.01132563368026463
1.04219,-0.011351846473433265
1.04406,-0.011381790491378036
1.04594,-0.01142602118177724
1.04781,-0.011479030950866668
1.04969,-0.011545977745581968
1.05156,-0.011609512138195291
1.05344,-0.011673184522661868
1.05531,-0.011735694902844639
1.05719,-0.011773493618945537
1.05906,-0.011793938883223299
1.06094,-0.011807057987118213
1.06281,-0.011820850722124214
1.06469,-0.011831986787082178
1.06656,-0.011842907530389234
1.06844,-0.011859224602254909
1.07031,-0.011874901347886938
1.07219,-0.011889431032077269
1.07406,-0.011899889596392772
1.07594,-0.011909810370902808
1.07781,-0.011916995082362733
1.07969,-0.011922258587372957
1.08156,-0.011924610901024296
1.08344,-0.011924070451978616
1.08531,-0.011920394521056383
1.08719,-0.011912616059683249
1.08906,-0.011901513074263785
1.09094,-0.011883569446621396
1.09281,-0.011862199850461637
1.09469,-0.011824977912627665
1.09656,-0.011771077665370173
1.09844,-0.011653818678335804
1.10031,-0.01137531136507504
1.10219,-0.010978834070986309
1.10406,-0.010830662512812441
